id,key,english,thai,source_file,source_line,namespace,category,context,status,runtime_role,thai_signal,protected_reason,protected_terms,locked_spans,russian,notes,english_hash,classification_version,classification_source
interface:hero_tip_defensive_tip_Hero_Babayaga_1,hero_tip_defensive_tip_Hero_Babayaga_1,Clumping up as a team when facing Wretched Hag can be lethal because she may blink in at a moment's notice and deal large amounts of area of effect damage.,การรวมกันเป็นทีมเมื่อเผชิญหน้ากับ Wretched Hag สามารถเป็นอันตรายถึงชีวิตเพราะเธออาจกระพริบเข้ามาในช่วงเวลาและทำความเสียหายพื้นที่ผลกระทบจำนวนมาก,stringtables/interface_en.str,7337,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Wretched Hag'],"[{'canonical_text': 'Wretched Hag', 'type': 'HERO', 'source_start': 34, 'source_end': 46, 'visible_start': 34, 'visible_end': 46, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,2965bb28ca6924bc33c976368a2ea3174f2267224544a433cfabbbcd239f094f,3,AUTO
interface:hero_tip_defensive_tip_Hero_Babayaga_2,hero_tip_defensive_tip_Hero_Babayaga_2,You want to disable and burst down Wretched Hag in order to kill her before she gets away with Flash of Darkness.,คุณต้องการปิดการใช้งานและ burst ลง Wretched Hag เพื่อฆ่าเธอก่อนที่เธอจะหนีไปด้วย Flash of Darkness,stringtables/interface_en.str,7338,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Wretched Hag', 'Flash of Darkness']","[{'canonical_text': 'Wretched Hag', 'type': 'HERO', 'source_start': 35, 'source_end': 47, 'visible_start': 35, 'visible_end': 47, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Flash of Darkness', 'type': 'ABILITY', 'source_start': 95, 'source_end': 112, 'visible_start': 95, 'visible_end': 112, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,8867e0284f67820af4f66c500445b87369fdc0b38b4dbddfa6eba0a0e1d7cde6,3,AUTO
interface:hero_tip_offensive_tip_Hero_Zephyr_1,hero_tip_offensive_tip_Hero_Zephyr_1,Consume your cyclones manually to heal yourself in order to keep you in the fight for longer.,กิน cyclones ของคุณด้วยตนเองเพื่อรักษาตัวเองเพื่อรักษาคุณในการต่อสู้นานขึ้น,stringtables/interface_en.str,7340,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,2ecdfa43645ab5673973195c109d8ccbd6740106302b5136e2caa66dae6617bf,3,AUTO
interface:hero_tip_offensive_tip_Hero_Zephyr_2,hero_tip_offensive_tip_Hero_Zephyr_2,It's good to drop Typhoon on top of enemies and then Gust them back in as they try to escape.,เป็นดีที่จะวาง Typhoon บนด้านบนของศัตรูแล้ว Gust พวกเขากลับเข้ามาเมื่อพวกเขาพยายามหนี,stringtables/interface_en.str,7341,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,33ec44ede94a34be6130078d396370f8fad8f5032abf8194a3131f725daa951c,3,AUTO
interface:hero_tip_defensive_tip_Hero_Zephyr_1,hero_tip_defensive_tip_Hero_Zephyr_1,"Zephyr does a lot of magic damage over time in an area around him, good counters are to stay out of the range of his cyclones or buy a Mystic Vestements.",Zephyr ทำความเสียหายเวทมนตร์จำนวนมากเมื่อเวลาผ่านไปในพื้นที่รอบเขา เคาน์เตอร์ที่ดีคือการอยู่ออกจากช่วงของ cyclones ของเขาหรือซื้อ Mystic Vestements,stringtables/interface_en.str,7342,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Zephyr'],"[{'canonical_text': 'Zephyr', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,677c502225ddc8e3d39c1c47f9a179cce3247214a2c8f90177c565cce4c46ed2,3,AUTO
interface:hero_tip_defensive_tip_Hero_Zephyr_2,hero_tip_defensive_tip_Hero_Zephyr_2,Items such as Shieldbreaker and Hellflower are great ways to help kill enemy tank heroes such as Zephyr.,ไอเทมเช่น Shieldbreaker และ Hellflower เป็นวิธีที่ดีในการช่วยฆ่าฮีโร่แท็งค์ศัตรูเช่น Zephyr,stringtables/interface_en.str,7343,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Zephyr'],"[{'canonical_text': 'Zephyr', 'type': 'HERO', 'source_start': 97, 'source_end': 103, 'visible_start': 97, 'visible_end': 103, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,cc7dfe50b7deb7a4b6be36d41d39d31a021d96154e5a4f40e80cb2acefd4f25b,3,AUTO
interface:hero_tip_offensive_tip_Hero_Berserker_1,hero_tip_offensive_tip_Hero_Berserker_1,Build protective items because Strength Sap and Carnage will allow you to do plenty of damage if you can stay in the middle of a fight.,สร้างไอเทมป้องกันเพราะ Strength Sap และ Carnage จะอนุญาตให้คุณทำความเสียหายมากมายถ้าคุณสามารถอยู่ในกลางของการต่อสู้,stringtables/interface_en.str,7345,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Strength Sap'],"[{'canonical_text': 'Strength Sap', 'type': 'ABILITY', 'source_start': 31, 'source_end': 43, 'visible_start': 31, 'visible_end': 43, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,71d37942b106e5091de93809bcbaf4de79aa15d9e1985fb718b68118a150d046,3,AUTO
interface:hero_tip_offensive_tip_Hero_Berserker_2,hero_tip_offensive_tip_Hero_Berserker_2,Mark for Death's cooldown resets whenever the target is killed. Be sure to cast it on your next target in the heat of battle.,คูลดาวน์ของ Mark for Death รีเซ็ตเมื่อใดก็ตามที่เป้าหมายถูกฆ่า ตรวจสอบให้แน่ใจว่าคาสต์มันบนเป้าหมายถัดไปของคุณในความร้อนของการต่อสู้,stringtables/interface_en.str,7346,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Mark for Death'],"[{'canonical_text': 'Mark for Death', 'type': 'ABILITY', 'source_start': 0, 'source_end': 14, 'visible_start': 0, 'visible_end': 14, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,817fe123a54f2067a55ad7bdbbb8448d3c1362b0de628daea8fca88ac85b059e,3,AUTO
interface:hero_tip_defensive_tip_Hero_Berserker_1,hero_tip_defensive_tip_Hero_Berserker_1,"Berzerker deals a lot of damage and gains resistance to stuns, debuffs, and disables while Carnage is active; however, he also takes increased damage for the duration. Be sure to focus him down quickly!","Berzerker ทำความเสียหายมากและได้รับความต้านทานต่อสตัน, debuffs และการปิดการใช้งานในขณะที่ Carnage เปิดใช้งาน; อย่างไรก็ตาม เขายังรับความเสียหายที่เพิ่มขึ้นสำหรับระยะเวลา ตรวจสอบให้แน่ใจว่าโฟกัสเขาลงอย่างรวดเร็ว!",stringtables/interface_en.str,7347,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Berzerker'],"[{'canonical_text': 'Berzerker', 'type': 'HERO', 'source_start': 0, 'source_end': 9, 'visible_start': 0, 'visible_end': 9, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,405d6b08b889102216d85274bcd504de184c0d0b02b611dac477c0f1a99cf5b8,3,AUTO
interface:hero_tip_defensive_tip_Hero_Berserker_2,hero_tip_defensive_tip_Hero_Berserker_2,"Berzerker deals only physical damage, even with his abilities, making high armor or Void Talisman important for surviving.",Berzerker ทำความเสียหายทางกายเท่านั้น แม้กับความสามารถของเขา ทำให้เกราะสูงหรือ Void Talisman สำคัญสำหรับการอยู่รอด,stringtables/interface_en.str,7348,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Berzerker', 'Void Talisman']","[{'canonical_text': 'Berzerker', 'type': 'HERO', 'source_start': 0, 'source_end': 9, 'visible_start': 0, 'visible_end': 9, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Void Talisman', 'type': 'ITEM', 'source_start': 84, 'source_end': 97, 'visible_start': 84, 'visible_end': 97, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,05173f6f126e9468190f5e2d347259e8cd47ccbedfecd700202a543b99aa4477,3,AUTO
interface:hero_tip_offensive_tip_Hero_Blitz_1,hero_tip_offensive_tip_Hero_Blitz_1,Blitz's main source of damage comes from maximizing Blitzkrieg. Casting a Lightning Shackles or Pilfering on the enemy or Quicking on yourself will greatly increase the damage done.,แหล่งความเสียหายหลักของ Blitz มาจากการเพิ่มสูงสุด Blitzkrieg การคาสต์ Lightning Shackles หรือ Pilfering บนศัตรูหรือ Quicking บนตัวเองจะเพิ่มความเสียหายที่ทำอย่างมาก,stringtables/interface_en.str,7350,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Blitz', 'Lightning Shackles']","[{'canonical_text': 'Blitz', 'type': 'HERO', 'source_start': 0, 'source_end': 5, 'visible_start': 0, 'visible_end': 5, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Lightning Shackles', 'type': 'ABILITY', 'source_start': 74, 'source_end': 92, 'visible_start': 74, 'visible_end': 92, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,9d5aa1408a8223879e977d7453ca818d9f67c001f54f588e3ab04d687559748d,3,AUTO
interface:hero_tip_offensive_tip_Hero_Blitz_2,hero_tip_offensive_tip_Hero_Blitz_2,Quicken can be cast on yourself or allies to initiate or chase enemies down. Using it defensively can often be the difference between saving an ally or letting them down.,Quicken สามารถถูกคาสต์บนตัวเองหรือพันธมิตรเพื่อเริ่มต้นหรือไล่ศัตรูลง การใช้มันแบบป้องกันมักจะเป็นความแตกต่างระหว่างการช่วยพันธมิตรหรือปล่อยพวกเขาลง,stringtables/interface_en.str,7351,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,8562a0463bac50953e69c01d40695d042ae564ade568268398c035abb15669bb,3,AUTO
interface:hero_tip_defensive_tip_Hero_Blitz_1,hero_tip_defensive_tip_Hero_Blitz_1,Blitz deals a high amount of burst damage however is very fragile. Strike first with a disable and you can shut him down before he gets any abilities off.,Blitz ทำความเสียหาย burst จำนวนสูงอย่างไรก็ตามเปราะบางมาก โจมตีก่อนด้วยการปิดการใช้งานและคุณสามารถปิดเขาลงก่อนที่เขาจะได้รับความสามารถใดออก,stringtables/interface_en.str,7352,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Blitz'],"[{'canonical_text': 'Blitz', 'type': 'HERO', 'source_start': 0, 'source_end': 5, 'visible_start': 0, 'visible_end': 5, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,6f3d4d4bf54c302de00673d9fc507162d61761f0f1a839c92862e4058f11754e,3,AUTO
interface:hero_tip_defensive_tip_Hero_Blitz_2,hero_tip_defensive_tip_Hero_Blitz_2,"Quicken grants a significant movespeed burst, but does not provide any slow resistance. Stacking slows on a Quickened target will still cripple them to a crawl.",Quicken ให้ burst ความเร็วเคลื่อนที่ที่สำคัญ แต่ไม่ให้ความต้านทานชะลอใดๆ การ stacking ชะลอบนเป้าหมาย Quickened จะยังคง cripple พวกเขาให้คลาน,stringtables/interface_en.str,7353,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,13c0e77a368e6b47a9eccc65d36c082b2795a397f49787ca03a1b5a3fd6a8015,3,AUTO
interface:hero_tip_offensive_tip_Hero_Ravenor_1,hero_tip_offensive_tip_Hero_Ravenor_1,"Ball Lightning deals a lot of damage and allows you to teleport to the enemy, but can be difficult to hit. Try using it when in melee range or waiting for an ally to disable the target.",Ball Lightning ทำความเสียหายมากและอนุญาตให้คุณเทเลพอร์ตไปยังศัตรู แต่สามารถยากที่จะตี ลองใช้มันเมื่ออยู่ในระยะประชิดหรือรอพันธมิตรที่จะปิดการใช้งานเป้าหมาย,stringtables/interface_en.str,7355,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Ball Lightning'],"[{'canonical_text': 'Ball Lightning', 'type': 'ABILITY', 'source_start': 0, 'source_end': 14, 'visible_start': 0, 'visible_end': 14, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,252ae59f38eff2f0cf4c7022505a83550c502c2bd7bb07f262f3767ae27984a2,3,AUTO
interface:hero_tip_offensive_tip_Hero_Ravenor_2,hero_tip_offensive_tip_Hero_Ravenor_2,"Power Overwhelming will deal increasing damage throughout a fight, focus on survivability items like Helm of the Black Legion that allow you to keep on your target.",Power Overwhelming จะทำความเสียหายที่เพิ่มขึ้นตลอดการต่อสู้ โฟกัสบนไอเทมความอยู่รอดเช่น Helm of the Black Legion ที่อนุญาตให้คุณอยู่บนเป้าหมายของคุณ,stringtables/interface_en.str,7356,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Power Overwhelming', 'Helm of the Black Legion']","[{'canonical_text': 'Power Overwhelming', 'type': 'ABILITY', 'source_start': 0, 'source_end': 18, 'visible_start': 0, 'visible_end': 18, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Helm of the Black Legion', 'type': 'ITEM', 'source_start': 101, 'source_end': 125, 'visible_start': 101, 'visible_end': 125, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,a2a330db1cb990ad5c08acd4075bd45f68bd4f2403a8d79422720b2a2f2c7166,3,AUTO
interface:hero_tip_defensive_tip_Hero_Ravenor_1,hero_tip_defensive_tip_Hero_Ravenor_1,"Ball Lightning is a very dangerous skill allowing Ravenor to teleport and stun you after it hits. The ability moves very slowly and only in a straight line, move aside when you see it!",Ball Lightning เป็นสกิลที่อันตรายมากที่อนุญาตให้ Ravenor เทเลพอร์ตและสตันคุณหลังจากมันตี ความสามารถเคลื่อนที่ช้ามากและเฉพาะในเส้นตรง เคลื่อนที่ไปด้านข้างเมื่อคุณเห็นมัน!,stringtables/interface_en.str,7357,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Ball Lightning', 'Ravenor']","[{'canonical_text': 'Ball Lightning', 'type': 'ABILITY', 'source_start': 0, 'source_end': 14, 'visible_start': 0, 'visible_end': 14, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Ravenor', 'type': 'HERO', 'source_start': 50, 'source_end': 57, 'visible_start': 50, 'visible_end': 57, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,6288da8be96993c07b43eeead9b230d1ab91009a02e51a89be1b44f89b6ea0f8,3,AUTO
interface:hero_tip_defensive_tip_Hero_Ravenor_2,hero_tip_defensive_tip_Hero_Ravenor_2,Ravenor deals increasing damage with Power Overwhelming whenever he hits a target. Spread out to avoid him building up charges too quickly.,Ravenor ทำความเสียหายที่เพิ่มขึ้นด้วย Power Overwhelming เมื่อใดก็ตามที่เขาตีเป้าหมาย กระจายออกเพื่อหลีกเลี่ยงเขาการสร้างชาร์จเร็วเกินไป,stringtables/interface_en.str,7358,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Ravenor', 'Power Overwhelming']","[{'canonical_text': 'Ravenor', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Power Overwhelming', 'type': 'ABILITY', 'source_start': 37, 'source_end': 55, 'visible_start': 37, 'visible_end': 55, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,9a83af2a59f4d0c796fdd75fe69bd87de74c35529fda8c41f6362ebede8e3a72,3,AUTO
interface:hero_tip_offensive_tip_Hero_Artesia_1,hero_tip_offensive_tip_Hero_Artesia_1,Artesia has an extremely short cooldown on her Arcane Missile but expends her mana very quickly. Be sure to pickup heavy mana items like Ring of Sorcery.,Artesia มีคูลดาวน์ที่สั้นมากบน Arcane Missile ของเธอ แต่ใช้มานาของเธออย่างรวดเร็วมาก ตรวจสอบให้แน่ใจว่าหยิบไอเทมมานาหนักเช่น Ring of Sorcery,stringtables/interface_en.str,7360,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Artesia', 'Arcane Missile', 'Ring of Sorcery']","[{'canonical_text': 'Artesia', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Arcane Missile', 'type': 'ABILITY', 'source_start': 47, 'source_end': 61, 'visible_start': 47, 'visible_end': 61, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Ring of Sorcery', 'type': 'ITEM', 'source_start': 137, 'source_end': 152, 'visible_start': 137, 'visible_end': 152, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,d41f2ee80a31b71a61570459a4857d640d935491de9e077a040afe34e2bc7f40,3,AUTO
interface:hero_tip_offensive_tip_Hero_Artesia_2,hero_tip_offensive_tip_Hero_Artesia_2,"Essence Projection can be relocated after it's been placed, use this to maintain strong positioning throughout a fight.",Essence Projection สามารถถูกย้ายหลังจากมันถูกวาง ใช้สิ่งนี้เพื่อรักษาการวางตำแหน่งที่แข็งแรงตลอดการต่อสู้,stringtables/interface_en.str,7361,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Essence Projection'],"[{'canonical_text': 'Essence Projection', 'type': 'ABILITY', 'source_start': 0, 'source_end': 18, 'visible_start': 0, 'visible_end': 18, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,8d5c6ddd91c45c76b5b94490f82b425fab2bb7296e041e59975728363ce739fb,3,AUTO
interface:hero_tip_defensive_tip_Hero_Artesia_1,hero_tip_defensive_tip_Hero_Artesia_1,Artesia deals a lot of long range magic damage but is also very fragile with no escape abilities. Initiate on her and she'll be dead before any of her damage goes out.,Artesia ทำความเสียหายเวทมนตร์ระยะไกลจำนวนมาก แต่ก็เปราะบางมากโดยไม่มีความสามารถหนี เริ่มต้นบนเธอและเธอจะตายก่อนที่ความเสียหายของเธอจะออกไป,stringtables/interface_en.str,7362,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Artesia'],"[{'canonical_text': 'Artesia', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,cb925997d4b942ce820362de4b8d0cce914361f76b4050a028581f36fefe435b,3,AUTO
interface:hero_tip_defensive_tip_Hero_Artesia_2,hero_tip_defensive_tip_Hero_Artesia_2,Essence Projection heals Artesia's allies in combat while also firing Arcane Missiles. Be sure to attack it down quickly whenever you see it.,Essence Projection รักษาพันธมิตรของ Artesia ในการต่อสู้ในขณะที่ยังยิง Arcane Missiles ตรวจสอบให้แน่ใจว่าโจมตีมันลงอย่างรวดเร็วเมื่อใดก็ตามที่คุณเห็นมัน,stringtables/interface_en.str,7363,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Essence Projection', 'Artesia']","[{'canonical_text': 'Essence Projection', 'type': 'ABILITY', 'source_start': 0, 'source_end': 18, 'visible_start': 0, 'visible_end': 18, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Artesia', 'type': 'HERO', 'source_start': 25, 'source_end': 32, 'visible_start': 25, 'visible_end': 32, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,f3c1da42471aa902838334637eebf97cf1ce901a57ea47a5d93e48b8560a44be,3,AUTO
interface:hero_tip_offensive_tip_Hero_Prophet_1,hero_tip_offensive_tip_Hero_Prophet_1,"Prophet's strength is in his team fight presence, amplifying the damage his enemies receive. Invigorate also heals for a small amount boosting attack speed and has a short cooldown.",ความแข็งแรงของ Prophet อยู่ในการมีอยู่ของการต่อสู้ของทีมของเขา เพิ่มความเสียหายที่ศัตรูของเขาได้รับ Invigorate ยังรักษาสำหรับจำนวนเล็กน้อยเพิ่มความเร็วโจมตีและมีคูลดาวน์สั้น,stringtables/interface_en.str,7365,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Prophet'],"[{'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,923d20628d58e4f4c32909d45e647dc5b736489a3699e987054c630242b23c9e,3,AUTO
interface:hero_tip_offensive_tip_Hero_Prophet_2,hero_tip_offensive_tip_Hero_Prophet_2,Shared Fate can be used to slow enemies and propagate all of your spell effects and attacks. Be sure to place a Shared Fate before using your abilities.,Shared Fate สามารถใช้เพื่อชะลอศัตรูและแพร่กระจายเอฟเฟกต์คาถาและการโจมตีทั้งหมดของคุณ ตรวจสอบให้แน่ใจว่าวาง Shared Fate ก่อนที่จะใช้ความสามารถของคุณ,stringtables/interface_en.str,7366,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Shared Fate'],"[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 0, 'source_end': 11, 'visible_start': 0, 'visible_end': 11, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 112, 'source_end': 123, 'visible_start': 112, 'visible_end': 123, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,33aba2a17204af26230199789bf448e556e8531496aac43b20bb420b837d1ed5,3,AUTO
interface:hero_tip_defensive_tip_Hero_Prophet_1,hero_tip_defensive_tip_Hero_Prophet_1,"Prophet's debuffs can be devastating, but last a short duration. Try to avoid being damaged while under the effect of Debilitate and Persecution.",Debuffs ของ Prophet สามารถทำลายล้าง แต่ทนระยะเวลาสั้น ลองหลีกเลี่ยงการได้รับความเสียหายในขณะที่อยู่ภายใต้เอฟเฟกต์ของ Debilitate และ Persecution,stringtables/interface_en.str,7367,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Prophet'],"[{'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,cecedefa8dd826c72667a5bfeb86df15d4ff41b793d3d609fa7123d9514f17f6,3,AUTO
interface:hero_tip_defensive_tip_Hero_Prophet_2,hero_tip_defensive_tip_Hero_Prophet_2,Shared Fate will cause you and your allies to be affected by all of Prophet's abilities and attacks. Try to avoid staying in this zone unless Prophet's abilities are already on cooldown.,Shared Fate จะทำให้คุณและพันธมิตรของคุณได้รับผลกระทบจากความสามารถและการโจมตีทั้งหมดของ Prophet ลองหลีกเลี่ยงการอยู่ในโซนนี้เว้นแต่ความสามารถของ Prophet อยู่ในคูลดาวน์แล้ว,stringtables/interface_en.str,7368,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Shared Fate', 'Prophet']","[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 0, 'source_end': 11, 'visible_start': 0, 'visible_end': 11, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 68, 'source_end': 75, 'visible_start': 68, 'visible_end': 75, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 142, 'source_end': 149, 'visible_start': 142, 'visible_end': 149, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,c796301108aed9470b8ca468bd19d092843f692f7473c0ccb362c606f8efc290,3,AUTO
interface:hero_tip_offensive_tip_Hero_Bramble_1,hero_tip_offensive_tip_Hero_Bramble_1,Rejuvenating growth can be used to help allies in other lanes if they are struggling or to strengthen their lane presence further.,Rejuvenating growth สามารถใช้เพื่อช่วยพันธมิตรในเลนอื่นถ้าพวกเขากำลังต่อสู้หรือเพื่อเสริมสร้างการมีอยู่ของเลนของพวกเขาต่อไป,stringtables/interface_en.str,7370,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,1e0d86adde51b682cd922ee86e4682f0ca6ae7a857a986fb58a67f6e4960e00a,3,AUTO
interface:hero_tip_offensive_tip_Hero_Bramble_2,hero_tip_offensive_tip_Hero_Bramble_2,Corrosive Pods cause allies to copy your casts of Spore Breath. You can use this to coordinate hero kills when they need a bit of extra help to take an enemy down.,Corrosive Pods ทำให้พันธมิตรคัดลอกการคาสต์ของคุณของ Spore Breath คุณสามารถใช้สิ่งนี้เพื่อประสานงานการฆ่าฮีโร่เมื่อพวกเขาต้องการความช่วยเหลือเพิ่มเติมเล็กน้อยเพื่อกำจัดศัตรูลง,stringtables/interface_en.str,7371,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Spore Breath'],"[{'canonical_text': 'Spore Breath', 'type': 'ABILITY', 'source_start': 50, 'source_end': 62, 'visible_start': 50, 'visible_end': 62, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,8f360b47d8a1a8a9bef6522b587fd641c46e1d3d6730bdfdbda6bb2d1cae558a,3,AUTO
interface:hero_tip_defensive_tip_Hero_Bramble_1,hero_tip_defensive_tip_Hero_Bramble_1,"Spore Breath stuns enemies at the end, but does not slow while dealing its damage. Try to disable Bramble and get away to avoid the stun.",Spore Breath สตันศัตรูที่ตอนจบ แต่ไม่ชะลอในขณะที่ทำความเสียหาย ลองปิดการใช้งาน Bramble และหนีไปเพื่อหลีกเลี่ยงสตัน,stringtables/interface_en.str,7372,interface,functional_ui,interface string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Spore Breath', 'Bramble']","[{'canonical_text': 'Spore Breath', 'type': 'ABILITY', 'source_start': 0, 'source_end': 12, 'visible_start': 0, 'visible_end': 12, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Bramble', 'type': 'HERO', 'source_start': 98, 'source_end': 105, 'visible_start': 98, 'visible_end': 105, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,18911bf3ff54255b9bb4d4a67153b77d9acb9e88699f65ac08b1505d5b04f370,3,AUTO
